C_CUSTKEY,C_FNAME,C_LNAME,C_ADDRESS,C_COUNTY,C_CITY,C_STATE,C_ZIP,C_PHONE,C_EMAIL,C_AGE,C_GENDER,C_ACCTBAL,C_MKTSEGMENT,C_COMMENT,C_NATIONKEY,C_EMAIL_VISIBILITY
260,Skye,Fillingim,25 Minters Chapel Rd #9,Minneapolis,Hennepin,MN,55401,612-508-2655,skye_fillingim@yahoo.com,37,M,9196.11,MACHINERY,carefully. furiously bold accounts nag furiously carefully regular accounts-- final decoys prin,1,Public
262,Charlene,Hamilton,985 E 6th Ave,Santa Rosa,Sonoma,CA,95407,707-300-1771,charlene.hamilton@hotmail.com,66,F,1561.80,AUTOMOBILE,ress packages above the ironic accounts are against the ironic pinto beans. carefully final accoun,4,Public
264,Stevie,Westerbeck,26659 N 13th St,Costa Mesa,Orange,CA,92626,949-867-4077,stevie.westerbeck@yahoo.com,46,F,3195.83,MACHINERY,ular packages cajole blithely a,11,Public
266,Harrison,Haufler,759 Eldora St,New Haven,New Haven,CT,6515,203-801-6193,hhaufler@hotmail.com,75,M,5481.00,HOUSEHOLD,"ccounts. quickly ironic excuses after the regular foxes wake along the ironic, fina",0,Public
268,Buddy,Cloney,944 Gaither Dr,Strongsville,Cuyahoga,OH,44136,440-989-5826,buddy.cloney@yahoo.com,65,M,6821.01,MACHINERY,press ideas print quickly. fluffily unusual deposits use blithely eve,3,Public
270,Jerry,Zurcher,77 Massillon Rd #822,Satellite Beach,Brevard,FL,32937,321-518-5938,jzurcher@zurcher.org,42,F,9192.50,AUTOMOBILE,ldly final instructions mold carefully along the ironic accounts.,7,Public
272,Joseph,Cryer,60 Fillmore Ave,Huntington Beach,Orange,CA,92647,714-584-2237,joseph_cryer@cox.net,35,M,-746.03,MACHINERY,he regular requests. slyly special,2,Public
274,Raymon,Calvaresi,6538 E Pomona St #60,Indianapolis,Marion,IN,46222,317-825-4724,raymon.calvaresi@gmail.com,61,M,4425.42,FURNITURE,gular dependencies. ironic foxes haggle du,19,Public
276,Ma,Layous,78112 Morris Ave,North Haven,New Haven,CT,6473,203-721-3388,mlayous@hotmail.com,20,F,2292.67,AUTOMOBILE,"eans. even, ironic accounts affix sl",16,Public
278,Terrilyn,Rodeigues,3718 S Main St,New Orleans,Orleans,LA,70130,504-463-4384,terrilyn.rodeigues@cox.net,72,F,7621.56,BUILDING," pending, express requests cajole carefully special packages. blithely pending accounts affix furiously. fluffily ",20,Public
280,Garry,Keetch,5 Green Pond Rd #4,Southampton,Bucks,PA,18966,215-979-8776,garry_keetch@hotmail.com,39,M,3952.84,BUILDING,accounts. quiet deposits sleep. slyly even instructions detect about the blithely bold instru,11,Public
282,Theodora,Restrepo,42744 Hamann Industrial Pky #82,Miami,Miami-Dade,FL,33136,305-936-8226,theodora.restrepo@restrepo.com,73,M,1125.45,HOUSEHOLD,ole daringly against the carefully ir,18,Public
284,Carmen,Sweigard,61304 N French Rd,Somerset,Somerset,NJ,8873,732-941-2621,csweigard@sweigard.com,27,M,593.52,AUTOMOBILE,lar gifts. carefully even deposits boost! furiously even braids use afte,6,Public
286,Junita,Stoltzman,94 W Dodge Rd,Carson City,Carson City,NV,89701,775-638-9963,junita@aol.com,29,M,-109.73,HOUSEHOLD,ly special accounts haggle slyly slyly fluffy req,22,Public
288,Casie,Good,5221 Bear Valley Rd,Nashville,Davidson,TN,37211,615-390-2251,casie.good@aol.com,64,F,5339.43,HOUSEHOLD,furiously about the carefully ironic packages. express reques,2,Public
290,Mirta,Mallett,7 S San Marcos Rd,New York,New York,NY,10004,212-870-1286,mirta_mallett@gmail.com,71,M,1811.35,MACHINERY,sts. blithely pending requests sleep fluffily on the regular excuses. carefully expre,4,Public
292,Filiberto,Tawil,3882 W Congress St #799,Los Angeles,Los Angeles,CA,90016,323-765-2528,ftawil@hotmail.com,58,F,2975.43,HOUSEHOLD,"usly regular, ironic accounts. blithely regular platelets are carefully. blithely unusual ideas affi",11,Public
294,Sarah,Candlish,45 2nd Ave #9759,Atlanta,Fulton,GA,30328,770-732-1194,sarah.candlish@gmail.com,55,M,-994.79,BUILDING,"bold packages. regular, final asymptotes use quickly fluffily even waters. blithely express requests wake into th",18,Public
296,Judy,Aquas,8977 Connecticut Ave Nw #3,Niles,Berrien,MI,49120,269-756-7222,jaquas@aquas.com,63,M,8081.52,BUILDING,"es need to affix furiously. ironic, final foxes are against the regular instructions: pinto beans haggle q",15,Public
298,Kayleigh,Lace,43 Huey P Long Ave,Lafayette,Lafayette,LA,70508,337-740-9323,kayleigh.lace@yahoo.com,50,F,3812.84,BUILDING,"sleep slyly. stealthy, bold pinto beans sleep blit",21,Public
300,Tresa,Sweely,22 Bridle Ln,Valley Park,Saint Louis,MO,63088,314-359-9566,tresa_sweely@hotmail.com,47,M,8084.92,AUTOMOBILE,p fluffily among the slyly express grouches. furiously express instruct,7,Public
302,Jenelle,Regusters,3211 E Northeast Loop,Tampa,Hillsborough,FL,33619,813-932-8715,jregusters@regusters.com,38,F,1107.42,MACHINERY,dolphins haggle fluffily across the final requests. regularly unusual sentiments detect fluffily requests. regular,4,Public
304,Olive,Matuszak,13252 Lighthouse Ave,Cathedral City,Riverside,CA,92234,760-938-6069,olive@aol.com,55,M,9217.55,MACHINERY,s integrate at the carefully ironic instructions. fin,0,Public
306,Christiane,Eschberger,96541 W Central Blvd,Phoenix,Maricopa,AZ,85034,602-390-4944,christiane.eschberger@yahoo.com,34,F,3268.01,AUTOMOBILE,"ill have to are. final, express deposits hag",10,Public
308,Loreta,Timenez,47857 Coney Island Ave,Clinton,Prince Georges,MD,20735,301-696-6420,loreta.timenez@hotmail.com,22,F,4150.76,HOUSEHOLD,ilent accounts haggle carefully unusual dolphins. carefully regular requests wake along the,9,Public
310,Amie,Perigo,596 Santa Maria Ave #7913,Mesquite,Dallas,TX,75150,972-419-7946,amie.perigo@yahoo.com,60,F,3186.57,FURNITURE,mise fluffily blithely ironic courts,1,Public
312,Erinn,Canlas,13 S Hacienda Dr,Livingston,Essex,NJ,7039,973-767-3008,erinn.canlas@canlas.com,70,F,-178.84,AUTOMOBILE,e slyly. furiously regular pinto beans wake slyly according to the fluffily even excuses. ca,6,Public
314,Kattie,Vonasek,2845 Boulder Crescent St,Cleveland,Cuyahoga,OH,44103,216-923-3715,kattie@vonasek.org,63,M,2394.92,MACHINERY,ets alongside of the slyly pending pinto bean,13,Public
316,Whitley,Tomasulo,2 S 15th St,Fort Worth,Tarrant,TX,76107,817-526-4408,whitley.tomasulo@aol.com,33,M,4571.78,MACHINERY,"egular ideas cajole around the ironic, pending deposits. furiously pending dolphins serve blithely regular ",8,Public
318,Hermila,Thyberg,1 Rancho Del Mar Shopping C,Providence,Providence,RI,2903,401-893-4882,hermila_thyberg@hotmail.com,30,F,9149.98,HOUSEHOLD,"nding requests. special, bold instruction",0,Public
320,Caitlin,Julia,5 Williams St,Johnston,Providence,RI,2919,401-948-4982,caitlin.julia@julia.org,29,M,6082.74,MACHINERY,"ing requests. furiously regular accounts hinder slyly. final, regular theodolites against the slyly quiet requests",12,Public
322,Helaine,Halter,8 Sheridan Rd,Jersey City,Hudson,NJ,7304,201-832-4168,hhalter@yahoo.com,43,M,4489.98,HOUSEHOLD,usual sauternes are among the slyly even instructions! thinly regular,20,Public
324,France,Buzick,64 Newman Springs Rd E,Brooklyn,Kings,NY,11219,718-478-8504,france.buzick@yahoo.com,37,M,806.59,FURNITURE,", regular requests kindle slyly furio",2,Public
326,Adelina,Nabours,80 Pittsford Victor Rd #9,Cleveland,Cuyahoga,OH,44103,216-230-4892,adelina_nabours@gmail.com,25,M,1906.52,HOUSEHOLD,ckey players. carefully ironic a,2,Public
328,Jerry,Dallen,393 Lafayette Ave,Richmond,Richmond City,VA,23219,804-762-9576,jerry.dallen@yahoo.com,36,F,6709.90,BUILDING,y about the daring accounts. furiously thin escapades integrate furiously against the furiously ironi,5,Public
330,Jutta,Amyot,49 N Mays St,Broussard,Lafayette,LA,70518,337-515-1438,jamyot@hotmail.com,41,M,8244.73,MACHINERY,en pinto beans. quickly final excuses haggle furiously. slyly pendin,20,Public
332,Kirk,Herritt,88 15th Ave Ne,Vestal,Broome,NY,13850,607-407-3716,kirk.herritt@aol.com,55,M,-267.09,HOUSEHOLD,around the pinto beans. final theodolites haggle,22,Public
334,Winfred,Brucato,201 Ridgewood Rd,Moscow,Latah,ID,83843,208-252-4552,winfred_brucato@hotmail.com,57,M,-405.91,BUILDING,"fully busily special ideas. carefully final excuses lose slyly carefully express accounts. even, ironic platelets ar",4,Public
336,Corinne,Loder,4 Carroll St,North Attleboro,Bristol,MA,2760,508-942-4186,corinne@loder.org,28,F,9241.49,AUTOMOBILE,es. dependencies lose carefully blithely regular deposits. t,2,Public
338,Kate,Keneipp,33 N Michigan Ave,Green Bay,Brown,WI,54301,920-353-6377,kate_keneipp@yahoo.com,58,F,4092.49,FURNITURE,ckages nag blithely regular requests: carefully final packages between the slyly regular instructions sleep,23,Public
340,Sherita,Saras,8 Us Highway 22,Colorado Springs,El Paso,CO,80937,719-669-1664,sherita.saras@cox.net,59,M,4667.12,BUILDING,"es sleep according to the even, unusual Tiresias. carefully bold packages haggle. furiously pending s",2,Public
342,Ernest,Syrop,94 Chase Rd,Hyattsville,Prince Georges,MD,20785,301-998-9644,ernest@cox.net,31,M,7186.74,AUTOMOBILE,luffily final ideas. finally unusual requests boost slyly above the furio,18,Public
344,Lavonna,Wolny,5 Cabot Rd,Mc Lean,Fairfax,VA,22102,703-483-1970,lavonna.wolny@hotmail.com,65,M,-544.95,FURNITURE,le according to the regular instruction,2,Public
346,Mariann,Bilden,3125 Packer Ave #9851,Austin,Travis,TX,78753,512-223-4791,mariann.bilden@aol.com,40,F,238.14,FURNITURE,ickly even pinto beans affix across the bravel,2,Public
348,Roselle,Estell,8116 Mount Vernon Ave,Bucyrus,Crawford,OH,44820,419-571-5920,roselle.estell@hotmail.com,35,M,3310.49,HOUSEHOLD,al foxes are on the carefully final excuses. careful dependen,13,Public
350,Margart,Meisel,868 State St #38,Cincinnati,Hamilton,OH,45251,513-617-2362,margart_meisel@yahoo.com,75,M,19.31,BUILDING,tions. quietly unusual accounts sleep blithely afte,15,Public
352,Weldon,Acuff,73 W Barstow Ave,Arlington Heights,Cook,IL,60004,847-353-2156,wacuff@gmail.com,29,M,6257.88,HOUSEHOLD,ts are. blithely special requests wake. furiously bold packages among the blithely eve,9,Public
354,Denise,Patak,2139 Santa Rosa Ave,Orlando,Orange,FL,32801,407-446-4358,denise@patak.org,33,M,7095.95,BUILDING,". regular, final requests cajole fluffily. express attainments wake slyly until the even acco",2,Public
356,Audry,Yaw,70295 Pioneer Ct,Brandon,Hillsborough,FL,33511,813-797-4816,audry.yaw@yaw.org,50,F,2934.06,FURNITURE,al packages haggle always. daringly bold inst,10,Public
358,Vincenza,Zepp,395 S 6th St #2,El Cajon,San Diego,CA,92020,619-603-5125,vzepp@gmail.com,35,M,-44.66,MACHINERY,e furiously pending requests. slyly bold requests wake deposits. furiously express,5,Public
360,Venita,Maillard,72119 S Walker Ave #63,Anaheim,Orange,CA,92801,714-523-6653,venita_maillard@gmail.com,67,M,6542.83,FURNITURE,engage. quickly final platelets about the fluffily unusual accounts wake,17,Public
362,Xochitl,Discipio,3158 Runamuck Pl,Round Rock,Williamson,TX,78664,512-233-1831,xdiscipio@gmail.com,69,M,6149.01,AUTOMOBILE,ut the fluffily ironic platelets. ironi,17,Public
364,Krissy,Rauser,8728 S Broad St,Coram,Suffolk,NY,11727,631-443-4710,krauser@cox.net,38,F,32.24,HOUSEHOLD,dependencies? pending requests use carefull,23,Public
366,Linn,Paa,1 S Pine St,Memphis,Shelby,TN,38112,901-412-4381,linn_paa@paa.com,31,M,-729.74,MACHINERY,"nos wake quickly. regular, regula",3,Public
368,Wynell,Dorshorst,94290 S Buchanan St,Pacifica,San Mateo,CA,94044,650-473-1262,wynell_dorshorst@dorshorst.org,53,M,84.72,MACHINERY,ic asymptotes. quickly special packages along the bravely bold depos,22,Public
370,Regenia,Kannady,10759 Main St,Scottsdale,Maricopa,AZ,85260,480-726-1280,regenia.kannady@cox.net,69,M,8982.79,FURNITURE,ges. final packages haggle quickly. slyly bold,12,Public
372,Izetta,Funnell,82 Winsor St #54,Atlanta,Dekalb,GA,30340,770-844-3447,izetta.funnell@hotmail.com,43,M,-921.91,MACHINERY,. furiously even foxes sleep at the forges. bold accounts sleep after the ironic theodolites. ironi,19,Public
374,Zona,Colla,49440 Dearborn St,Norwalk,Fairfield,CT,6854,203-461-1949,zona@hotmail.com,55,M,6718.78,AUTOMOBILE,ges are carefully. slyly ironic deposits about the fin,22,Public
376,Paz,Sahagun,919 Wall Blvd,Meridian,Lauderdale,MS,39307,601-927-8287,paz_sahagun@cox.net,32,F,4231.45,AUTOMOBILE,gs cajole quickly. bold asymptotes wake regularly along the quickly,16,Public
378,Jaclyn,Bachman,721 Interstate 45 S,Colorado Springs,El Paso,CO,80919,719-853-3600,jaclyn@aol.com,64,F,5718.05,BUILDING,ackages haggle fluffily ironic packages.,22,Public
380,Gayla,Schnitzler,38 Pleasant Hill Rd,Hayward,Alameda,CA,94545,510-686-3407,gschnitzler@gmail.com,73,M,2755.46,BUILDING,riously special accounts. slyly final accounts sleep; blithely special requests integrate carefully slyly en,21,Public
382,Jennie,Drymon,63728 Poway Rd #1,Scranton,Lackawanna,PA,18509,570-218-4831,jennie@cox.net,73,M,6269.42,AUTOMOBILE,. blithely express notornis according to the blithely even requests are never fina,8,Public
384,Ciara,Ventura,53 W Carey St,Port Jervis,Orange,NY,12771,845-823-8877,cventura@yahoo.com,32,F,-614.30,HOUSEHOLD,"olites. express, unusual dolphins cajole carefully about the ",9,Public
386,Truman,Feichtner,539 Coldwater Canyon Ave,Bloomfield,Essex,NJ,7003,973-852-2736,tfeichtner@yahoo.com,63,M,232.01,BUILDING,"counts. blithely permanent deposits wake slyly! unusual, even theodolites u",24,Public
388,Dalene,Schoeneck,910 Rahway Ave,Philadelphia,Philadelphia,PA,19102,215-268-1275,dalene@schoeneck.org,64,F,1938.05,HOUSEHOLD,carefully bold deposits: final pinto beans sleep slyly idl,7,Public
390,Lizbeth,Kohl,35433 Blake St #588,Gardena,Los Angeles,CA,90248,310-699-1222,lizbeth@yahoo.com,52,F,8862.18,HOUSEHOLD,final packages promise quickly. pending theodolites haggle quickly above the doggedly ironic,4,Public
392,Lashandra,Klang,810 N La Brea Ave,King of Prussia,Montgomery,PA,19406,610-809-1818,lashandra@yahoo.com,68,F,8492.33,BUILDING,efully bold ideas. bold requests sleep carefully blithe instructions. carefully final accounts are blithely quickly,17,Public
394,Laurel,Pagliuca,36 Enterprise St Se,Richland,Benton,WA,99352,509-695-5199,laurel@yahoo.com,31,M,5200.96,MACHINERY,instructions. carefully special ideas after the fluffily unusual r,23,Public
396,Annelle,Tagala,5 W 7th St,Parkville,Baltimore,MD,21234,410-757-1035,annelle@yahoo.com,43,M,1433.50,BUILDING,xcuses. regular pains wake slyly across the ruthlessly ironic dependencies. e,22,Public
398,Levi,Munis,2094 Ne 36th Ave,Worcester,Worcester,MA,1603,508-456-4907,levi.munis@gmail.com,39,M,8865.61,HOUSEHOLD,l deposits breach slyly ironic asymptotes. carefully pend,15,Public
400,Sharee,Maile,2094 Montour Blvd,Muskegon,Muskegon,MI,49442,231-467-9978,sharee_maile@aol.com,44,F,-98.46,BUILDING,fully bold accounts cajole bravel,14,Public
402,Mollie,Mcdoniel,8590 Lake Lizzie Dr,Bowling Green,Wood,OH,43402,419-975-3182,mollie_mcdoniel@yahoo.com,46,F,2106.67,AUTOMOBILE,dolites. furiously regular theodolites integrate furiously. bravely bold requests are. furiously,6,Public
404,Teddy,Pedrozo,46314 Route 130,Bridgeport,Fairfield,CT,6610,203-892-3863,teddy_pedrozo@aol.com,70,F,7408.73,BUILDING,uickly brave requests haggle furiously carefully special idea,22,Public
406,Hubert,Walthall,95 Main Ave #2,Barberton,Summit,OH,44203,330-903-1345,hubert@walthall.org,64,F,4286.94,FURNITURE,nal foxes. unusual pinto beans wake. special excuses cajole ironic,9,Public
408,Vilma,Berlanga,79 S Howell Ave,Grand Rapids,Kent,MI,49546,616-737-3085,vberlanga@berlanga.com,48,F,6825.37,BUILDING,unts. furiously ironic depths among the instructions wake carefully along the blithely ironi,10,Public
410,Glenna,Slayton,2759 Livingston Ave,Memphis,Shelby,TN,38118,901-640-9178,glenna_slayton@cox.net,36,F,4349.27,BUILDING," sublate across the pending, express asymptotes. quickly ",7,Public
412,Bernardine,Rodefer,2 W Grand Ave,Memphis,Shelby,TN,38112,901-901-4726,bernardine_rodefer@yahoo.com,72,F,6044.02,BUILDING,ithely silent notornis haggle. regular requests haggle according to the ironic deposits. blithely final dep,22,Public
414,Nichelle,Meteer,72 Beechwood Ter,Chicago,Cook,IL,60657,773-225-9985,nichelle_meteer@meteer.com,28,F,527.78,AUTOMOBILE,"sily silent, even accounts. careful, final ideas boost fluffily. slyly final pinto be",19,Public
416,Ettie,Hoopengardner,39 Franklin Ave,Richland,Benton,WA,99352,509-755-5393,ettie.hoopengardner@hotmail.com,46,F,4365.28,MACHINERY,p the pending pinto beans. furiously express reques,12,Public
418,Lynelle,Auber,32820 Corkwood Rd,Newark,Essex,NJ,7104,973-860-8610,lynelle_auber@gmail.com,55,M,1211.39,FURNITURE,d foxes against the furiously special packages snooze blithely quickly,5,Public
420,Golda,Kaniecki,6201 S Nevada Ave,Toms River,Ocean,NJ,8755,732-628-9909,golda_kaniecki@yahoo.com,42,F,1999.35,BUILDING,"ideas wake. fluffily ironic packages hang furiously above the regular, even platelets; packages haggle slyly ",20,Public
422,Virgie,Kiel,76598 Rd  I 95 #1,Denver,Denver,CO,80216,303-776-7548,vkiel@hotmail.com,22,F,-272.14,HOUSEHOLD,eposits; furiously ironic packages accordi,9,Public
424,Keneth,Borgman,86350 Roszel Rd,Phoenix,Maricopa,AZ,85012,602-919-4211,keneth@yahoo.com,48,F,1866.42,HOUSEHOLD,"bove the express, final deposits wake furiously furiou",19,Public
426,Elke,Sengbusch,9 W Central Ave,Phoenix,Maricopa,AZ,85013,602-896-2993,elke_sengbusch@yahoo.com,42,F,7818.25,HOUSEHOLD,ar instructions are against the ironic platelets. slyly final acc,19,Public
428,Trinidad,Mcrae,10276 Brooks St,San Francisco,San Francisco,CA,94105,415-331-9634,trinidad_mcrae@yahoo.com,45,M,1952.36,BUILDING,furiously quick accounts. slyly bold dependencies cajole carefully. quickly even requests int,21,Public
430,Selma,Husser,9 State Highway 57 #22,Jersey City,Hudson,NJ,7306,201-991-8369,selma.husser@cox.net,60,F,7905.17,BUILDING,ly slyly ironic attainments. slyly special instructions until the deposits nag quickly whithout the bo,3,Public
432,Luisa,Jurney,25 Se 176th Pl,Cambridge,Middlesex,MA,2138,617-365-2134,ljurney@hotmail.com,40,F,5715.64,BUILDING,"wake carefully close, special deposits. regu",23,Public
434,Dick,Wenzinger,22 Spruce St #595,Gardena,Los Angeles,CA,90248,310-510-9713,dick@yahoo.com,60,F,2940.46,MACHINERY,lly final Tiresias. blithely regular ideas nag stealthily about the furiously,3,Public
436,Iluminada,Ohms,72 Southern Blvd,Mesa,Maricopa,AZ,85204,480-293-2882,iluminada.ohms@yahoo.com,69,M,5896.87,FURNITURE,olites engage carefully. slyly ironic asymptotes about the ironi,19,Public
438,Caprice,Suell,90177 N 55th Ave,Nashville,Davidson,TN,37211,615-246-1824,caprice@aol.com,20,F,2131.13,MACHINERY,al deposits mold alongside of the fluffily brave requests.,23,Public
440,Quentin,Swayze,278 Bayview Ave,Milan,Monroe,MI,48160,734-561-6170,quentin_swayze@yahoo.com,34,F,1809.04,MACHINERY,even theodolites: fluffily final requests cajole about the quickly regular,3,Public
442,Shonda,Greenbush,82 Us Highway 46,Clifton,Passaic,NJ,7011,973-482-2430,shonda_greenbush@cox.net,38,F,4157.00,FURNITURE,"lets would affix fluffily. regular, regular ideas ought to haggle carefully blit",1,Public
444,Jeanice,Claucherty,19 Amboy Ave,Miami,Miami-Dade,FL,33142,305-988-4162,jeanice.claucherty@yahoo.com,49,M,1505.27,HOUSEHOLD,express accounts along the pending deposits lose carefully above the furiously regular requests. pen,1,Public
446,Daniel,Perruzza,11360 S Halsted St,Santa Ana,Orange,CA,92705,714-771-3880,dperruzza@perruzza.com,66,F,9225.60,FURNITURE,ending instructions. boldly ironic foxes across the regularly ironic pains sleep along the carefully final deposits.,24,Public
448,Britt,Galam,2500 Pringle Rd Se #508,Hatfield,Montgomery,PA,19440,215-888-3304,britt@galam.org,58,F,8117.27,BUILDING,"unts. final pinto beans boost carefully. furiously even foxes according to the express, regular pa",24,Public
450,Jacqueline,Rowling,1 N San Saba,Erie,Erie,PA,16501,814-865-8113,jacqueline.rowling@yahoo.com,28,F,5544.42,HOUSEHOLD,gular decoys nod slyly express requests. slyly bold theodolites are along the regular,9,Public
452,Lonna,Diestel,1482 College Ave,Fayetteville,Cumberland,NC,28301,910-922-3672,lonna_diestel@gmail.com,57,M,6633.70,BUILDING,aggle quickly. unusual instructions i,6,Public
454,Kenneth,Grenet,2167 Sierra Rd,East Lansing,Ingham,MI,48823,517-499-2322,kenneth.grenet@grenet.org,72,F,6134.40,AUTOMOBILE,"ions print slyly platelets. carefully regular packages according to the fluffy, even foxes wake carefu",7,Public
456,Alline,Jeanty,55713 Lake City Hwy,South Bend,St Joseph,IN,46601,574-656-2800,ajeanty@gmail.com,75,M,8815.78,FURNITURE,ly even warhorses. quickly even requests wake slyly.,0,Public
458,Nu,Mcnease,88 Sw 28th Ter,Harrison,Hudson,NJ,7029,973-751-9003,nu@gmail.com,30,F,-38.42,BUILDING,"ng. final, express requests are furious",4,Public
460,Cecilia,Colaizzo,4 Nw 12th St #3849,Madison,Dane,WI,53717,608-382-4541,cecilia_colaizzo@colaizzo.com,68,F,5222.83,FURNITURE,"old dependencies mold slyly above the foxes. dogged, express ins",11,Public
462,Nan,Koppinger,88827 Frankford Ave,Greensboro,Guilford,NC,27401,336-370-5333,nan@koppinger.com,35,M,4522.60,HOUSEHOLD,ly special accounts? ideas engage regular dependencies. fluffily even pinto beans x-ray blith,21,Public
464,Tegan,Arceo,62260 Park Stre,Monroe Township,Middlesex,NJ,8831,732-730-2692,tegan.arceo@arceo.org,72,F,8730.85,AUTOMOBILE,efully express accounts play. special requests use carefully. regular courts sle,9,Public
466,Joni,Breland,35 E Main St #43,Elk Grove Village,Cook,IL,60007,847-519-5906,joni_breland@cox.net,31,M,3168.41,MACHINERY,"foxes. express, ironic accounts boost? carefully silent deposits engage. accou",12,Public
468,Colette,Kardas,21575 S Apple Creek Rd,Omaha,Douglas,NE,68124,402-896-5943,colette.kardas@yahoo.com,63,M,9834.19,FURNITURE," accounts cajole quickly above the blithely final packages. even, express package",10,Public
470,Ryan,Harnos,13 Gunnison St,Plano,Collin,TX,75075,972-558-1665,ryan@cox.net,62,F,3597.53,HOUSEHOLD,ilent excuses. never ironic requests sleep furiously. daringly f,20,Public
472,Sharen,Bourbon,62 W Austin St,Syosset,Nassau,NY,11791,516-816-1541,sbourbon@yahoo.com,56,F,7929.90,MACHINERY,deas sleep slyly blithely final foxes. slyly final e,12,Public
474,Gary,Nunlee,2 W Mount Royal Ave,Fortville,Hancock,IN,46040,317-542-6023,gary_nunlee@nunlee.org,26,F,9165.47,MACHINERY,ns integrate against the quickly special courts. slyly,21,Public
476,Roslyn,Chavous,63517 Dupont St,Jackson,Hinds,MS,39211,601-234-9632,roslyn.chavous@chavous.org,36,F,5973.10,BUILDING,"sly. carefully quick instructions sleep carefully deposits. final, pending pinto beans use closely fluffily final in",2,Public
478,Rasheeda,Sayaphon,251 Park Ave #979,Saratoga,Santa Clara,CA,95070,408-805-4309,rasheeda@aol.com,43,M,-210.40,BUILDING,o the foxes. ironic requests sleep. c,1,Public
480,Refugia,Jacobos,2184 Worth St,Hayward,Alameda,CA,94545,510-974-8671,refugia.jacobos@jacobos.com,62,F,2750.71,FURNITURE,posits. slyly ironic theodolites nag carefully about the quickly final accounts. s,7,Public
482,Mona,Delasancha,38773 Gravois Ave,Cheyenne,Laramie,WY,82001,307-403-1488,mdelasancha@hotmail.com,53,M,4333.37,HOUSEHOLD,carefully bold instructions. carefully final instructions wake carefully accounts. accounts cajole slyly ironic acc,13,Public
484,Janey,Gabisi,40 Cambridge Ave,Madison,Dane,WI,53715,608-967-7194,jgabisi@hotmail.com,35,M,4245.00,BUILDING,"y against the express, even packages. blithely pending pearls haggle furiously above the fur",20,Public
486,Loren,Asar,6 Ridgewood Center Dr,Old Forge,Lackawanna,PA,18518,570-648-3035,loren.asar@aol.com,28,F,7487.40,AUTOMOBILE,"nstructions. unusual, special pinto beans sleep about the slyly pending requests. fu",21,Public
488,Gail,Similton,62 Monroe St,Thousand Palms,Riverside,CA,92276,760-616-5388,gail_similton@similton.com,21,M,-275.58,AUTOMOBILE,thely above the carefully ironic accounts. excuse,3,Public
490,Lawrence,Lorens,9 Hwy,Providence,Providence,RI,2906,401-465-6432,lawrence.lorens@hotmail.com,37,M,-213.85,FURNITURE,"ash carefully never bold instructions. regular, bold asymptotes cajole regularly. quickly bold foxes wak",22,Public
492,Thaddeus,Ankeny,5 Washington St #1,Roseville,Placer,CA,95678,916-920-3571,tankeny@ankeny.org,26,F,8635.18,AUTOMOBILE,gle furiously furiously final packages. carefully bold pinto beans promise quickly alongside of the close,8,Public
494,Alesia,Hixenbaugh,9 Front St,Washington,District of Columbia,DC,20001,202-646-7516,alesia_hixenbaugh@hixenbaugh.org,63,M,6295.47,FURNITURE,"al courts. regular, ironic requests serve furiously. pending",10,Public
496,Brittni,Gillaspie,67 Rv Cent,Boise,Ada,ID,83709,208-709-1235,bgillaspie@gillaspie.com,22,F,8174.82,MACHINERY,quickly bold packages. decoys among the blithely pending accounts lose according to the deposits.,12,Public
498,Flo,Bookamer,89992 E 15th St,Alliance,Box Butte,NE,69301,308-726-2182,flo.bookamer@cox.net,63,M,3945.64,BUILDING,yly pending requests according to the slyly special asymptotes sleep carefully against the slyly even pack,19,Public
257,Deandrea,Hughey,33 Lewis Rd #46,Burlington,Alamance,NC,27215,336-822-7652,deandrea@yahoo.com,70,F,-339.85,AUTOMOBILE,"s cajole quickly along the ironic pinto beans: even, regular foxes are ",7,Private
259,Martina,Staback,7 W Wabansia Ave #227,Orlando,Orange,FL,32822,407-471-6908,martina_staback@staback.com,46,F,3335.29,HOUSEHOLD,furiously unusual instructions. s,5,Private
261,Jade,Farrar,6882 Torresdale Ave,Columbia,Richland,SC,29201,803-352-5387,jade.farrar@yahoo.com,49,M,7094.22,AUTOMOBILE,he special instructions integrate carefully final request,12,Private
263,Geoffrey,Acey,7 West Ave #1,Palatine,Cook,IL,60067,847-222-1734,geoffrey@gmail.com,29,M,1162.03,FURNITURE,usly ironic theodolites cajole furiously. final ep,1,Private
265,Pamella,Fortino,669 Packerland Dr #1438,Denver,Denver,CO,80212,303-404-2210,pamella@fortino.com,49,M,8275.80,MACHINERY,"lar, ironic platelets. furiously unu",17,Private
267,Johnna,Engelberg,5 S Colorado Blvd #449,Bothell,Snohomish,WA,98021,425-986-7573,jengelberg@engelberg.org,70,F,3166.94,AUTOMOBILE,detect slyly alongside of the foxes. closely regular pinto beans nag quickly of the blithely bold r,15,Private
269,Dalene,Riden,66552 Malone Rd,Plaistow,Rockingham,NH,3865,603-315-6839,dalene.riden@aol.com,53,M,7667.35,MACHINERY,close packages-- quickly regular instructions sleep. carefully,14,Private
271,Haydee,Denooyer,25346 New Rd,New York,New York,NY,10016,212-792-8658,hdenooyer@denooyer.org,40,F,1490.35,MACHINERY,ly pending deposits cajole slyly sl,6,Private
